Team,NOC
Malaysia,MAS
Great Britain,GBR
Great Britain,GBR
Angola,ANG
Angola,ANG
France,FRA
France,FRA
France,FRA
Smyrna,FRA
France,FRA
France,FRA
France,FRA
France,FRA
France,FRA
North Korea,PRK
North Korea,PRK
North Korea,PRK
North Korea,PRK
Sierra Leone,SLE
United States,USA
Hungary,HUN
Namibia,NAM
France,FRA
France,FRA
France,FRA
Great Britain,GBR
Austria,AUT
Austria,AUT
Denmark,DEN
Denmark,DEN
Denmark,DEN
Iceland,ISL
Iceland,ISL
Sweden,SWE
Sweden,SWE
Sweden,SWE
Sweden,SWE
Sweden,SWE
Sweden,SWE
Sweden,SWE
Sweden,SWE
Sweden,SWE
Sweden,SWE
Sweden,SWE
Sweden,SWE
Sweden,SWE
Sweden,SWE
Sweden,SWE
Sweden,SWE
Sweden,SWE
Sweden,SWE
Sweden,SWE
Sweden,SWE
Sweden,SWE
Iceland,ISL
Sweden,SWE
Germany,GER
Germany,GER
Germany,GER
Nigeria,NGR
South Africa,RSA
Sweden,SWE
Australia,AUS
Barbados,BAR
Barbados,BAR
United States,USA
Great Britain-2,GBR
Mexico,MEX
Australia,AUS
Australia,AUS
Australia,AUS
Great Britain,GBR
Australia,AUS
Australia,AUS
Barbados,BAR
Barbados,BAR
Canada,CAN
Great Britain,GBR
United States,USA
United States,USA
United States,USA
United States,USA
United States,USA
United States,USA
United States,USA
Great Britain,GBR
Great Britain,GBR
Great Britain,GBR
Great Britain,GBR
Great Britain,GBR
Great Britain,GBR
Great Britain,GBR
Great Britain,GBR
Great Britain,GBR
Great Britain,GBR
Australia,AUS
Australia,AUS
Great Britain,GBR
Great Britain,GBR
Great Britain,GBR
Canada,CAN
United States,USA
Belize,BIZ
Australia,AUS
New Zealand,NZL
New Zealand,NZL
United States,USA
United States,USA
Canada,CAN
United States,USA
Great Britain,GBR
Great Britain,GBR
Great Britain,GBR
United States,USA
United States,USA
United States,USA
United States,USA
United States,USA
United States,USA
United States,USA
United States,USA
United States,USA
Great Britain,GBR
Australia,AUS
United States,USA
United States,USA
United States,USA
United States,USA
United States,USA
Antigua and Barbuda,ANT
Antigua and Barbuda,ANT
Antigua and Barbuda,ANT
Antigua and Barbuda,ANT
Antigua and Barbuda,ANT
Antigua and Barbuda,ANT
Canada,CAN
United States Virgin Islands,ISV
Great Britain,GBR
Great Britain,GBR
Great Britain,GBR
Australia,AUS
United States,USA
United States,USA
Bermuda,BER
Great Britain,GBR
Great Britain,GBR
Great Britain,GBR
Great Britain,GBR
Great Britain,GBR
Canada,CAN
Canada,CAN
Canada,CAN
United States,USA
Cornwall,GBR
Great Britain,GBR
United States,USA
Great Britain,GBR
United States,USA
United States,USA
Great Britain,GBR
Jamaica,JAM
Australia,AUS
Australia,AUS
Australia,AUS
New Zealand,NZL
Great Britain,GBR
United States,USA
United States,USA
Great Britain,GBR
United States,USA
United States,USA
United States,USA
South Africa,RSA
Santa Maria,CAN
United States,USA
United States,USA
Canada,CAN
United States,USA
New Zealand,NZL
Great Britain,GBR
United States,USA
United States-8,USA
Great Britain,GBR
Great Britain,GBR
Great Britain,GBR
United States,USA
Great Britain,GBR
Great Britain,GBR
Upton Park FC,GBR
Canada,CAN
Belize,BIZ
Belize,BIZ
Canada,CAN
Great Britain,GBR
Canada,CAN
Canada,CAN
Great Britain,GBR
United States,USA
United States,USA
United States,USA
United States,USA
United States,USA
United States,USA
Great Britain,GBR
Great Britain,GBR
Canada,CAN
United States Virgin Islands,ISV
United States Virgin Islands,ISV
United States Virgin Islands,ISV
United States Virgin Islands,ISV
United States Virgin Islands,ISV
United States Virgin Islands,ISV
United States Virgin Islands,ISV
United States,USA
Australia,AUS
Australia,AUS
Australia,AUS
Australia,AUS
Australia,AUS
Australia,AUS
Australia,AUS
Australia,AUS
Australia,AUS
Australia,AUS
United States,USA
France-2,FRA
United States,USA
United States,USA
United States-3,USA
United States,USA
United States,USA
Great Britain,GBR
Great Britain,GBR
United States,USA
United States,USA
New Zealand,NZL
New Zealand,NZL
New Zealand,NZL
Canada,CAN
Belgium,BEL
United States,USA
United States/Great Britain,USA
United States,USA
United States,USA
United States,USA
United States,USA
United States,USA
United States,USA
United States,USA
Spain-1,ESP
Spain-2,ESP
Australia,AUS
Australia,AUS
Great Britain,GBR
Australia,AUS
Great Britain,GBR
Great Britain,GBR
Great Britain,GBR
New Zealand,NZL
New Zealand,NZL
United States,USA
Australia,AUS
Bermudes,BER
United States,USA
United States Golf Association-3,USA
Great Britain,GBR
Canada,CAN
Canada,CAN
Canada,CAN
Canada,CAN
Canada,CAN
Canada,CAN
Canada,CAN
Canada,CAN
Great Britain,GBR
Great Britain,GBR
New Zealand,NZL
New Zealand,NZL
United States-2,USA
United States-2,USA
United States-1,USA
United States-1,USA
Australia,AUS
United States,USA
Guyana,GUY
Guyana,GUY
Great Britain,GBR
Great Britain,GBR
Great Britain,GBR
Great Britain,GBR
Great Britain,GBR
Grenada,GRN
Australia,AUS
New York Athletic Club-4,USA
United States,USA
United States,USA
United States,USA
United States,USA
United States,USA
United States,USA
United States,USA
Great Britain,GBR
Great Britain,GBR
England,GBR
England-1,GBR
Germany,GER
Germany,GER
Barbados,BAR
New Zealand,NZL
Great Britain,GBR
Great Britain,GBR
Great Britain,GBR
United States,USA
United States,USA
Bermuda,BER
Bermuda,BER
Great Britain,GBR
Zimbabwe,ZIM
Canada,CAN
United States,USA
Argentina,ARG
New Zealand,NZL
United States,USA
United States,USA
Bermudes,BER
Hurlingham-2,GBR
United States,USA
Great Britain,GBR
Uruguay,URU
United States,USA
United States,USA
United States,USA
United States,USA
United States,USA
United States,USA
United States-1,USA
United States,USA
Portugal,POR
Portugal,POR
Sidi Fekkar-36,FRA
Sidi-Fekkar-14,FRA
Sidi-Fekkar-14,FRA
North Korea,PRK
North Korea,PRK
North Korea,PRK
North Korea,PRK
North Korea,PRK
North Korea,PRK
North Korea,PRK
North Korea,PRK
North Korea,PRK
North Korea,PRK
North Korea,PRK
Chinese Taipei,TPE
North Korea,PRK
North Korea,PRK
North Korea,PRK
North Korea,PRK
North Korea,PRK
Netherlands,NED
Gambia,GAM
Zimbabwe,ZIM
Zimbabwe,ZIM
Zimbabwe,ZIM
Netherlands,NED
Netherlands,NED
Netherlands,NED
Netherlands,NED
Netherlands,NED
Netherlands,NED
Netherlands,NED
United States,USA
Netherlands,NED
Thailand,THA
Thailand,THA
Thailand,THA
Barco Deloro,NED
Netherlands,NED
Netherlands,NED
Thailand,THA
Austria,AUT
Austria,AUT
Austria,AUT
Austria,AUT
South Africa,RSA
South Africa,RSA
South Africa,RSA
South Africa,RSA
Canada,CAN
DeRuyter,NED
Joy,NED
Netherlands,NED
Netherlands,NED
Australia,AUS
Australia,AUS
Australia,AUS
Australia,AUS
United States,USA
Belgium,BEL
France,FRA
France,FRA
France,FRA
France,FRA
France,FRA
France,FRA
France,FRA
France,FRA
France,FRA
France,FRA
France,FRA
France,FRA
France,FRA
France,FRA
France,FRA
France,FRA
France,FRA
France,FRA
France,FRA
New Zealand,NZL
New Zealand,NZL
New Zealand,NZL
West Germany,FRG
Austria,AUT
Sweden,SWE
Sweden,SWE
Sweden,SWE
Sweden,SWE
Sweden,SWE
Sweden,SWE
Sweden,SWE
Sweden,SWE
Sweden,SWE
Sweden,SWE
Sweden,SWE
Sweden,SWE
Sweden,SWE
Sweden,SWE
Iceland,ISL
Sweden,SWE
Sweden,SWE
Sweden,SWE
Sweden,SWE
Sweden,SWE
Sweden,SWE
Sweden,SWE
Sweden,SWE
Sweden,SWE
Sweden,SWE
Sweden,SWE
Sweden,SWE
Sweden,SWE
Sweden,SWE
Sweden,SWE
Sweden,SWE
Sweden,SWE
Sweden,SWE
Sweden,SWE
Sweden,SWE
Sweden,SWE
Sweden,SWE
Finland,FIN
Finland,FIN
Iceland,ISL
Iceland,ISL
Iceland,ISL
Iceland,ISL
Iceland,ISL
Sweden,SWE
Sweden,SWE
Sweden,SWE
Sweden,SWE
Sweden,SWE
Sweden,SWE
Denmark,DEN
Denmark,DEN
Denmark,DEN
Iceland,ISL
Sweden,SWE
Freja,SWE
Sass-2,SWE
Sweden,SWE
Sweden,SWE
Sweden,SWE
Sweden,SWE
Sweden,SWE
Sweden,SWE
Sweden,SWE
Sweden,SWE
Iceland,ISL
Iceland,ISL
Sweden,SWE
Sweden,SWE
Sweden,SWE
Sweden,SWE
Sweden,SWE
Sweden,SWE
Sweden,SWE
Sweden,SWE
Sweden,SWE
Sweden,SWE
Sweden,SWE
Sweden,SWE
Sweden,SWE
Sweden,SWE
Sweden,SWE
Iceland,ISL
Sweden,SWE
Sweden,SWE
Iceland,ISL
Iceland,ISL
Sweden-2,SWE
Sweden,SWE
Sweden,SWE
Sweden,SWE
Sweden,SWE
Sweden,SWE
Sweden,SWE
Iceland,ISL
Iceland,ISL
Iceland,ISL
Iceland,ISL
Iceland,ISL
Iceland,ISL
Iceland,ISL
Sweden,SWE
Iceland,ISL
Sweden,SWE
Sweden,SWE
Sweden,SWE
Sweden,SWE
Iceland,ISL
Iceland,ISL
Iceland,ISL
Iceland,ISL
Iceland,ISL
Sweden,SWE
Sweden,SWE
United States,USA
Hungary,HUN
Hungary,HUN
Hungary,HUN
Hungary,HUN
Hungary,HUN
Hungary,HUN
Hungary,HUN
Hungary,HUN
Hungary,HUN
Hungary,HUN
Canada,CAN
Canada,CAN
Canada,CAN
South Korea,KOR
South Korea,KOR
South Korea,KOR
South Korea,KOR
South Korea,KOR
Hungary,HUN
Hungary,HUN
Hungary,HUN
Belgium,BEL
Belgium,BEL
Belgium,BEL
Belgium,BEL
Belgium,BEL
Belgium,BEL
Germany,GER
Germany,GER
Switzerland,SUI
Netherlands,NED
Switzerland,SUI
Germany,GER
Germany,GER
Germany,GER
Germany,GER
Germany,GER
Germany,GER
Germany,GER
United States,USA
Spain,ESP
Spain,ESP
Belgium,BEL
Belgium,BEL
United States,USA
Great Britain,GBR
United States,USA
Australia,AUS
United States,USA
United States-1,USA
Great Britain,GBR
Germany,GER
Germany,GER
Italy,ITA
Italy,ITA
Italy,ITA
Italy,ITA
United States,USA
United States,USA
Peru,PER
Barbados,BAR
Barbados,BAR
Indonesia-2,INA
Barbados,BAR
United States,USA
United States,USA
Union des Socits Franais de Sports Athletiques,GBR
Australia,AUS
Brazil,BRA
Brazil,BRA
Great Britain,GBR
Zambia,ZAM
Zambia,ZAM
Hungary,HUN
Hungary,HUN
Hungary,HUN
Hungary,HUN
Hungary,HUN
Hungary,HUN
Hungary,HUN
Latvia,LAT
Sweden,SWE
Brazil,BRA
Norway,NOR
Norway,NOR
Norway,NOR
Norway,NOR
Norway,NOR
Norway,NOR
France,FRA
West Germany,FRG
West Germany,FRG
West Germany,FRG
West Germany,FRG
West Germany,FRG
West Germany,FRG
West Germany,FRG
West Germany,FRG
Canada,CAN
Canada,CAN
Canada,CAN
Germany,GER
Germany,GER
Germany,GER
Brazil,BRA
Portugal,POR
Dominican Republic,DOM
Uruguay,URU
Angola,ANG
Cuba,CUB
Mozambique,MOZ
Brazil,BRA
Brazil,BRA
Brazil,BRA
Brazil,BRA
Brazil,BRA
Portugal,POR
Brazil,BRA
United States,USA
United States,USA
United States,USA
United States,USA
United States,USA
United States,USA
United States,USA
United States,USA
United States,USA
United States,USA
United States,USA
Sweden,SWE
Sweden,SWE
Sweden,SWE
United States,USA
United States,USA
United States,USA
Germany,GER
Brazil,BRA
Brazil,BRA
Brazil,BRA
Belgium,BEL
Soviet Union,URS
Switzerland,SUI
Netherlands,NED
Netherlands,NED
Italy-1,ITA
Italy,ITA
Hungary,HUN
Dominican Republic,DOM
Australia,AUS
Australia,AUS
Cornwall,GBR
Spain,ESP
Spain,ESP
Spain,ESP
Spain,ESP
Tunisia,TUN
Spain,ESP
Spain,ESP
Sweden,SWE
Sweden,SWE
Sweden,SWE
Sweden,SWE
Iceland,ISL
Canada,CAN
Haiti,HAI
Trinidad and Tobago,TTO
Trinidad and Tobago,TTO
Trinidad and Tobago,TTO
Trinidad and Tobago,TTO
Trinidad and Tobago,TTO
Trinidad and Tobago,TTO
Canada,CAN
Antigua and Barbuda,ANT
Haiti,HAI
Canada,CAN
Canada,CAN
Tanzania,TAN
Tanzania,TAN
Tanzania,TAN
Tanzania,TAN
Belize,BIZ
Belize,BIZ
Dominica,DMA
Indonesia,INA
Guyana,GUY
Guyana,GUY
United States-2,USA
Antigua and Barbuda,ANT
Antigua and Barbuda,ANT
Antigua and Barbuda,ANT
Australia,AUS
Dominica,DMA
Cayman Islands,CAY
Belize,BIZ
Belize,BIZ
United States,USA
Haiti,HAI
Haiti,HAI
Haiti,HAI
Tanzania,TAN
Tanzania,TAN
Tanzania,TAN
United States-1,USA
United States Virgin Islands,ISV
New Zealand,NZL
Haiti,HAI
France,FRA
Grenada,GRN
United States-1,USA
Haiti,HAI
Saint Lucia,LCA
France,FRA
Canada,CAN
Canada,CAN
South Africa,RSA
United States,USA
United States,USA
United States,USA
United States,USA
United States,USA
United States,USA
United States,USA
United States,USA
United States,USA
Canada,CAN
Nepal,NEP
India,IND
Great Britain,GBR
Switzerland,SUI
Switzerland,SUI
Botswana,BOT
Botswana,BOT
Czechoslovakia,TCH
Yugoslavia,YUG
Sweden,SWE
France,FRA
France,FRA
France,FRA
France,FRA
France,FRA
United States,USA
United States,USA
France,FRA
France,FRA
France,FRA
Switzerland,SUI
Switzerland,SUI
United States-2,USA
United States-1,USA
West Germany,FRG
Brazil,BRA
Brazil,BRA
Chile,CHI
France,FRA
Brazil,BRA
Brazil,BRA
France,FRA
France,FRA
France,FRA
France,FRA
France,FRA
South Africa,RSA
South Africa,RSA
France,FRA
Australia,AUS
Australia,AUS
France,FRA
France,FRA
France,FRA
France,FRA
France,FRA
France,FRA
Tunisia,TUN
France,FRA
France,FRA
France,FRA
France,FRA
France,FRA
France,FRA
France,FRA
France,FRA
Syria,SYR
Syria,SYR
Tunisia,TUN
France,FRA
France,FRA
Bahrain,BRN
Bahrain,BRN
Bahrain,BRN
Syria,SYR
South Korea,KOR
Finland,FIN
Australia,AUS
Australia,AUS
Australia,AUS
Australia,AUS
Australia,AUS
France,FRA
France,FRA
France,FRA
France,FRA
United States,USA
France,FRA
France,FRA
France,FRA
France,FRA
France,FRA
France,FRA
France,FRA
France,FRA
France,FRA
France,FRA
France,FRA
France,FRA
France,FRA
France,FRA
France,FRA
France,FRA
France,FRA
Dick-8,FRA
Netherlands,NED
France,FRA
France,FRA
France,FRA
France,FRA
France,FRA
Soviet Union,URS
Lithuania,LTU
Netherlands,NED
Serbia and Montenegro,SCG
Croatia,CRO
Yugoslavia-2,YUG
Yugoslavia,YUG
Yugoslavia,YUG
Montenegro,MNE
Montenegro,MNE
Serbia,SRB
Yugoslavia,YUG
Serbia,SRB
Serbia and Montenegro,SCG
Serbia,SRB
United States-1,USA
United States-1,USA
Croatia,CRO
Croatia,CRO
Croatia,CRO
Croatia,CRO
Croatia,CRO
Yugoslavia,YUG
Canada,CAN
Spain,ESP
Croatia,CRO
Yugoslavia,YUG
Croatia,CRO
Serbia,SRB
Slovenia,SLO
Slovenia,SLO
Yugoslavia,YUG
Individual Olympic Athletes,IOA
Yugoslavia,YUG
Yugoslavia,YUG
Yugoslavia,YUG
Bosnia and Herzegovina,BIH
Bosnia and Herzegovina,BIH
Iraq,IRQ
New Zealand,NZL
New Zealand,NZL
Great Britain,GBR
Canada,CAN
Peru,PER
Brazil,BRA
Australia,AUS
Australia,AUS
South Africa,RSA
Ireland,IRL
New Zealand,NZL
New Zealand,NZL
Great Britain,GBR
Great Britain,GBR
United States,USA
Ireland,IRL
United States,USA
United States,USA
United States,USA
United States,USA
United States,USA
United States,USA
United States,USA
United States,USA
United States,USA
Ireland,IRL
Ireland,IRL
Ireland,IRL
Ireland,IRL
Canada,CAN
United States-1,USA
United States-1,USA
France,FRA
France,FRA
United States,USA
United States,USA
United States,USA
United States,USA
United States,USA
United States,USA
United States,USA
United States,USA
United States,USA
Argentina,ARG
Poland,POL
Poland,POL
Yugoslavia,YUG
Hungary,HUN
Poland,POL
Poland,POL
Poland,POL
Poland,POL
Poland,POL
Poland,POL
Poland,POL
Poland,POL
Poland,POL
Poland,POL
Poland,POL
Poland,POL
Denmark,DEN
Denmark,DEN
Denmark,DEN
Denmark,DEN
Denmark-1,DEN
Denmark-1,DEN
Denmark-1,DEN
Denmark-2,DEN
Denmark-2,DEN
Denmark,DEN
Denmark,DEN
Denmark,DEN
Denmark,DEN
Denmark,DEN
Denmark,DEN
Denmark,DEN
Denmark,DEN
Denmark,DEN
Denmark,DEN
Denmark,DEN
Denmark,DEN
Denmark,DEN
Denmark,DEN
Denmark,DEN
Denmark,DEN
Denmark,DEN
Norway,NOR
Norway,NOR
Denmark,DEN
Denmark,DEN
Denmark,DEN
Denmark,DEN
Denmark,DEN
Roklubb Kbnhavn-2,DEN
Denmark,DEN
Denmark,DEN
Denmark,DEN
Denmark,DEN
Denmark,DEN
Norway,NOR
Norway,NOR
Norway,NOR
Denmark,DEN
Denmark,DEN
Denmark,DEN
Denmark,DEN
Denmark,DEN
Denmark,DEN
Denmark,DEN
Denmark,DEN
Denmark,DEN
Denmark,DEN
Denmark,DEN
Denmark,DEN
Denmark,DEN
Denmark,DEN
Denmark,DEN
Denmark,DEN
Denmark,DEN
Denmark,DEN
Denmark,DEN
Denmark,DEN
Denmark,DEN
Denmark,DEN
Denmark,DEN
Denmark,DEN
Norway,NOR
Norway,NOR
Denmark,DEN
Denmark,DEN
Chok,DEN
Denmark,DEN
Denmark,DEN
Denmark,DEN
Denmark,DEN
Denmark,DEN
Denmark,DEN
Norway,NOR
Norway,NOR
Norway,NOR
Denmark,DEN
Denmark,DEN
Denmark,DEN
Denmark,DEN
North Korea,PRK
Chinese Taipei,TPE
South Korea,KOR
South Korea,KOR
South Korea,KOR
South Korea,KOR
South Korea,KOR
South Korea,KOR
China,CHN
South Korea,KOR
South Korea,KOR
South Korea,KOR
South Korea,KOR
South Korea,KOR
South Korea,KOR
South Korea,KOR
South Korea-1,KOR
South Korea,KOR
South Korea,KOR
South Korea,KOR
South Korea,KOR
South Korea,KOR
South Korea,KOR
South Korea,KOR
South Korea,KOR
South Korea,KOR
South Korea,KOR
South Korea,KOR
South Korea,KOR
South Korea,KOR
South Korea,KOR
South Korea,KOR
South Korea,KOR
South Korea,KOR
South Korea,KOR
South Korea,KOR
South Korea,KOR
Iraq,IRQ
Brazil,BRA
Argentina,ARG
Chinese Taipei,TPE
Chinese Taipei,TPE
Spain,ESP
Uruguay,URU
Spain,ESP
Spain,ESP
Cuba,CUB
Cuba,CUB
Cuba,CUB
Cuba,CUB
Cuba,CUB
Italy,ITA
Mexico,MEX
Mexico,MEX
Uruguay,URU
Guatemala,GUA
Spain,ESP
Spain,ESP
Spain,ESP
Spain,ESP
Spain,ESP
Spain,ESP
United States,USA
Andorra,AND
Andorra,AND
United States,USA
United States,USA
Canada,CAN
Canada,CAN
Canada,CAN
France,FRA
El Salvador,ESA
El Salvador,ESA
Bhutan,BHU
Bhutan,BHU
Bhutan,BHU
Bhutan,BHU
Brazil,BRA
Brazil,BRA
Brazil,BRA
Brazil,BRA
Brazil,BRA
Brazil,BRA
Poland,POL
Poland,POL
Poland,POL
Poland,POL
Poland,POL
Brazil,BRA
Germany,GER
Germany,GER
Germany,GER
Germany,GER
Germany,GER
Germany,GER
Germany,GER
Germany,GER
Germany,GER
Germany,GER
Germany,GER
Germany,GER
Germany,GER
Switzerland,SUI
Moldova,MDA
Soviet Union,URS
Switzerland,SUI
Switzerland,SUI
Great Britain,GBR
United States,USA
Ireland,IRL
Great Britain,GBR
New Zealand,NZL
New Zealand,NZL
Great Britain,GBR
New Zealand,NZL
Hungary,HUN
New Zealand,NZL
Chinese Taipei,TPE
Eleda,NOR
Norway,NOR
France,FRA
Netherlands,NED
Netherlands,NED
Netherlands,NED
Netherlands,NED
Netherlands,NED
Spain,ESP
Spain,ESP
Spain,ESP
Spain,ESP
Yugoslavia,YUG
Soviet Union,URS
Soviet Union,URS
Soviet Union,URS
Soviet Union,URS
Soviet Union,URS
Soviet Union,URS
Soviet Union,URS
Bosnia and Herzegovina,BIH
Hungary,HUN
Canada,CAN
Yugoslavia,YUG
Hungary,HUN
Hungary,HUN
Hungary,HUN
Hungary,HUN
Hungary,HUN
Hungary,HUN
Hungary,HUN
Hungary,HUN
Hungary,HUN
Denmark,DEN
Denmark,DEN
Denmark,DEN
Denmark-2,DEN
Denmark,DEN
Denmark,DEN
United States Virgin Islands-2,ISV
Sweden,SWE
Austria,AUT
Finland,FIN
Finland,FIN
Switzerland,SUI
Chile,CHI
Chile,CHI
Chile,CHI
New Zealand,NZL
Great Britain,GBR
Great Britain,GBR
Austria,AUT
Austria,AUT
Austria,AUT
Austria,AUT
Austria,AUT
Croatia,CRO
Austria,AUT
Austria,AUT
Austria,AUT
Austria,AUT
Uruguay,URU
Uruguay,URU
Uruguay,URU
Soviet Union,URS
Soviet Union,URS
Soviet Union,URS
Finland,FIN
Switzerland,SUI
Switzerland,SUI
Switzerland,SUI
Switzerland,SUI
Switzerland,SUI
Switzerland,SUI
Switzerland,SUI
Switzerland,SUI
Switzerland,SUI
Armenia,ARM
Armenia,ARM
Armenia,ARM
Soviet Union,URS
France,FRA
New Zealand,NZL
New Zealand,NZL
Brazil,BRA
Brazil,BRA
Brazil-1,BRA
Brazil,BRA
United States,USA
United States,USA
Seychelles,SEY
Seychelles,SEY
Seychelles,SEY
Seychelles,SEY
Seychelles,SEY
Mauritius,MRI
Seychelles,SEY
Canada,CAN
Canada,CAN
Canada,CAN
Canada-1,CAN
Canada,CAN
Canada-1,CAN
Canada-1,CAN
Sweden,SWE
Sweden,SWE
Sweden,SWE
Sweden,SWE
Sweden,SWE
Sweden,SWE
Sweden,SWE
Sweden,SWE
Sweden,SWE
Sweden,SWE
Sweden,SWE
Sweden,SWE
Finland,FIN
Sweden,SWE
Finland,FIN
Brazil,BRA
Colombia,COL
Colombia,COL
Poland,POL
Poland,POL
South Africa,RSA
South Africa,RSA
Haiti,HAI
Haiti,HAI
Peru,PER
Peru,PER
Kenya,KEN
Tanzania,TAN
Iraq,IRQ
Kenya,KEN
Kenya,KEN
Kenya,KEN
Kuwait,KUW
Syria,SYR
Syria,SYR
Jordan,JOR
Japan,JPN
South Korea,KOR
South Korea,KOR
South Korea,KOR
South Korea,KOR
South Korea,KOR
Pakistan,PAK
France,FRA
Cuba,CUB
Argentina,ARG
Argentina,ARG
Argentina,ARG
Argentina,ARG
Argentina,ARG
Argentina,ARG
Argentina,ARG
Argentina,ARG
Canada,CAN
Sweden,SWE
Sweden,SWE
Sweden,SWE
Sweden,SWE
Sweden,SWE
Sweden,SWE
Sweden,SWE
Switzerland,SUI
Switzerland,SUI
Switzerland,SUI
Switzerland,SUI
Germany,GER
Canada,CAN
Germany,GER
West Germany,FRG
West Germany,FRG
West Germany,FRG
South Korea,KOR
South Korea,KOR
South Korea,KOR
East Germany,GDR
South Korea,KOR
United States,USA
United States,USA
East Germany,GDR
East Germany,GDR
Germany,GER
Germany,GER
Germany,GER
Germany,GER
Argentina,ARG
Argentina,ARG
Argentina,ARG
Argentina,ARG
Argentina,ARG
Argentina,ARG
India,IND
India,IND
South Korea,KOR
South Korea,KOR
South Korea,KOR
South Korea,KOR
South Korea,KOR
Germany,GER
Germany,GER
Germany,GER
Germany,GER
Luxembourg,LUX
American Samoa,ASA
East Germany,GDR
Switzerland,SUI
Switzerland,SUI
Switzerland,SUI
Germany,GER
Germany,GER
West Germany,FRG
West Germany,FRG
West Germany,FRG
West Germany,FRG
Germany,GER
Czechoslovakia,TCH
Czechoslovakia,TCH
Czechoslovakia,TCH
Czechoslovakia,TCH
Czechoslovakia,TCH
Czechoslovakia,TCH
Czechoslovakia,TCH
Czechoslovakia,TCH
Czechoslovakia,TCH
Czechoslovakia,TCH
Sweden,SWE
Austria,AUT
Austria,AUT
Czechoslovakia,TCH
Czechoslovakia,TCH
Czechoslovakia,TCH
Indonesia,INA
Brazil,BRA
Canada,CAN
Brazil,BRA
New Zealand,NZL
Malaysia,MAS
Soviet Union,URS
Soviet Union,URS
Germany,GER
Germany,GER
Germany,GER
Germany,GER
Switzerland,SUI
Portugal,POR
Spain,ESP
Spain,ESP
Spain,ESP
Spain,ESP
Philippines,PHI
Philippines,PHI
Kalayaan,PHI
Thailand,THA
Thailand,THA
Finland,FIN
Lithuania,LTU
Lithuania,LTU
Switzerland-2,SUI
Soviet Union,URS
Soviet Union,URS
Soviet Union,URS
Lithuania,LTU
West Germany,FRG
Germany,GER
Germany,GER
Germany,GER
Austria,AUT
Ecuador,ECU
Ecuador,ECU
Philippines,PHI
Spain,ESP
Spain,ESP
Spain,ESP
Spain,ESP
Uzbekistan,UZB
Brazil,BRA
Poland,POL
Poland,POL
Romania,ROU
Moldova,MDA
Soviet Union,URS
Soviet Union,URS
Romania,ROU
Romania,ROU
Moldova,MDA
Moldova,MDA
France,FRA
Romania,ROU
Romania,ROU
Croatia,CRO
Croatia,CRO
Croatia,CRO
Croatia,CRO
Croatia,CRO
Croatia,CRO
Croatia,CRO
Croatia,CRO
Croatia,CRO
Slovakia,SVK
Slovakia,SVK
Slovakia,SVK
Latvia,LAT
Slovakia,SVK
Slovakia,SVK
Slovakia,SVK
Slovakia,SVK
Slovakia,SVK
Slovakia,SVK
Germany,GER
Czechoslovakia,TCH
Poland,POL
Poland,POL
Poland,POL
Poland,POL
Poland,POL
Hungary,HUN
Poland,POL
Czechoslovakia,TCH
Germany,GER
Netherlands-1,NED
Netherlands-2,NED
New Zealand,NZL
New Zealand,NZL
Latvia,LAT
Latvia,LAT
Netherlands,NED
Netherlands,NED
Netherlands,NED
Netherlands,NED
Netherlands,NED
Latvia,LAT
Australia,AUS
Austria,AUT
Austria,AUT
Austria,AUT
Croatia,CRO
Croatia,CRO
Czechoslovakia,TCH
Australia,AUS
Yugoslavia,YUG
Yugoslavia,YUG
Estonia,EST
Estonia,EST
Estonia,EST
Estonia,EST
Yugoslavia,YUG
Yugoslavia,YUG
Yugoslavia,YUG
Yugoslavia,YUG
Yugoslavia,YUG
Yugoslavia,YUG
Yugoslavia,YUG
Yugoslavia,YUG
Yugoslavia,YUG
Yugoslavia,YUG
Latvia,LAT
Latvia,LAT
Czechoslovakia,TCH
Czechoslovakia,TCH
Czechoslovakia,TCH
Czechoslovakia,TCH
Czechoslovakia,TCH
Latvia,LAT
Poland,POL
Poland,POL
Poland,POL
Poland,POL
Czechoslovakia,TCH
Czechoslovakia,TCH
Czechoslovakia,TCH
Czechoslovakia,TCH
Czechoslovakia,TCH
Czechoslovakia,TCH
Czechoslovakia,TCH
Czechoslovakia,TCH
Czechoslovakia,TCH
France,FRA
Poland,POL
Poland,POL
Poland,POL
Poland,POL
United States,USA
United States,USA
Lithuania,LTU
Estonia,EST
Estonia,EST
Estonia,EST
Estonia,EST
Aruba,ARU
Czechoslovakia,TCH
Czechoslovakia,TCH
Czechoslovakia,TCH
Slovenia,SLO
Slovenia,SLO
Austria,AUT
Czech Republic,CZE
Latvia,LAT
Latvia,LAT
Latvia,LAT
Latvia,LAT
Latvia,LAT
Lithuania,LTU
Lithuania,LTU
Poland,POL
Poland,POL
rn-2,FIN
Heatherbell,FIN
Indonesia,INA
Finland,FIN
Finland,FIN
Finland,FIN
Finland,FIN
Finland,FIN
Bohemia,BOH
Bohemia-2,BOH
Czechoslovakia,TCH
Czechoslovakia,TCH
Denmark,DEN
Denmark,DEN
Canada,CAN
Great Britain,GBR
Great Britain,GBR
New Zealand,NZL
France,FRA
Denmark,DEN
Denmark,DEN
Denmark,DEN
Denmark,DEN
Denmark,DEN
Denmark,DEN
Denmark,DEN
Germany,GER
